transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_SAFE_0017,USR_1017,661.49,restaurant,6,1,1203,298,230.09,0.38,0.35,0
TXN_FRAUD_0013,USR_5013,4272.73,luxury,0,4,432,1,72.86,0.86,0.87,1
TXN_SAFE_0002,USR_1002,535.51,coffee_shop,1,4,311,330,70.11,0.38,0.28,0
TXN_SAFE_0054,USR_1054,840.98,grocery,19,7,2724,470,265.72,0.3,0.25,0
TXN_SAFE_0083,USR_1083,845.16,fast_food,22,2,3684,188,188.65,0.38,0.29,0
TXN_SAFE_0018,USR_1018,124.45,restaurant,23,5,3539,129,195.15,0.41,0.39,0
TXN_SAFE_0057,USR_1057,552.94,grocery,19,3,1533,190,109.82,0.48,0.51,0
TXN_SAFE_0064,USR_1064,669.28,fast_food,17,2,1686,43,96.14,0.38,0.25,0
TXN_SAFE_0031,USR_1031,472.42,coffee_shop,6,5,206,413,281.36,0.27,0.25,0
TXN_SAFE_0080,USR_1080,206.82,restaurant,12,7,1351,63,260.39,0.56,0.18,0
TXN_SAFE_0049,USR_1049,602.63,luxury,10,6,685,75,180.02,0.13,0.35,0
TXN_FRAUD_0010,USR_5010,4938.51,luxury,2,1,204,8,62.65,0.82,0.83,1
TXN_SAFE_0035,USR_1035,709.91,pharmacy,1,3,670,273,83.96,0.38,0.11,0
TXN_SAFE_0028,USR_1028,110.97,coffee_shop,17,1,271,156,181.03,0.51,0.31,0
TXN_SAFE_0038,USR_1038,136.71,fast_food,11,3,1585,139,191.4,0.48,0.17,0
TXN_SAFE_0084,USR_1084,76.5,gas_station,19,5,3312,368,216.92,0.18,0.36,0
TXN_SAFE_0074,USR_1074,709.53,electronics,19,1,3918,422,215.82,0.56,0.52,0
TXN_SAFE_0078,USR_1078,162.64,jewelry,0,7,1808,96,284.7,0.49,0.28,0
TXN_SAFE_0066,USR_1066,372.76,restaurant,6,3,853,81,140.86,0.5,0.2,0
TXN_SAFE_0075,USR_1075,705.99,pharmacy,12,7,3902,483,199.38,0.43,0.46,0
TXN_SAFE_0024,USR_1024,98.57,luxury,20,4,2218,212,79.26,0.41,0.31,0
TXN_SAFE_0041,USR_1041,641.05,electronics,21,2,1674,122,89.78,0.56,0.3,0
TXN_SAFE_0059,USR_1059,736.06,gas_station,2,4,3047,124,137.05,0.55,0.53,0
TXN_SAFE_0039,USR_1039,385.23,luxury,1,1,2182,454,297.11,0.55,0.28,0
TXN_FRAUD_0012,USR_5012,3780.75,electronics,0,7,249,6,145.16,0.82,0.88,1
TXN_SAFE_0071,USR_1071,743.06,fast_food,3,6,2291,91,133.81,0.17,0.41,0
TXN_SAFE_0005,USR_1005,119.77,pharmacy,18,5,1509,157,273.02,0.12,0.35,0
TXN_SAFE_0081,USR_1081,729.02,grocery,3,7,2430,231,294.63,0.59,0.49,0
TXN_SAFE_0029,USR_1029,573.07,luxury,22,3,3897,125,238.07,0.3,0.33,0
TXN_SAFE_0069,USR_1069,296.37,gas_station,11,2,1132,240,177.03,0.53,0.54,0
TXN_FRAUD_0014,USR_5014,2735.47,electronics,1,5,155,3,147.29,0.85,0.85,1
TXN_SAFE_0003,USR_1003,336.39,luxury,9,1,2006,323,213.38,0.28,0.46,0
TXN_SAFE_0082,USR_1082,436.75,gas_station,18,1,2713,375,81.12,0.22,0.16,0
TXN_SAFE_0051,USR_1051,303.96,coffee_shop,7,7,349,59,147.26,0.38,0.38,0
TXN_SAFE_0052,USR_1052,216.31,fast_food,2,1,3887,157,76.51,0.47,0.5,0
TXN_SAFE_0020,USR_1020,150.39,jewelry,9,5,477,82,176.45,0.32,0.19,0
